Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,beta-Alanine metabolism,1/30,0.2604618012849767,0.4845689581889114,0,0,3.425922717033443,4.608890626901229,SMOX
KEGG_2021_Human,Hematopoietic cell lineage,2/99,0.2605209452628556,0.4845689581889114,0,0,2.0517546600020826,2.7597577787968723,ITGB3;ITGA2B
KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,2/100,0.2642273190435063,0.4865968449712097,0,0,2.0307153164296023,2.702771390555414,CASP3;PIM1
KEGG_2021_Human,Amoebiasis,2/102,0.2716402584331571,0.4953440006722276,0,0,1.9898989898989896,2.593388923930461,PRDX1;CASP3
KEGG_2021_Human,Drug metabolism,2/108,0.2938547028204486,0.5306502400446936,0,0,1.8766914427291783,2.298327412458919,RRM2;TK1
KEGG_2021_Human,Alzheimer disease,5/369,0.3099607146035578,0.547128441135726,0,0,1.3691180614257537,1.603661288546278,PSMA5;PSMD14;CASP3;PSMC2;TUBB1
KEGG_2021_Human,African trypanosomiasis,1/37,0.3107825442509396,0.547128441135726,0,0,2.758793969849246,3.2240971983470845,APOL1
KEGG_2021_Human,Serotonergic synapse,2/113,0.3122988478346994,0.547128441135726,0,0,1.7917007917007917,2.0851718925161022,CASP3;GNG11
KEGG_2021_Human,Pathogenic Escherichia coli infection,3/197,0.3151038251381493,0.547128441135726,0,0,1.5390130305091845,1.7773339551429872,CTTN;CASP3;TUBB1
KEGG_2021_Human,Primary immunodeficiency,1/38,0.3176874819497763,0.547128441135726,0,0,2.684096156457965,3.07781854672427,JAK3
KEGG_2021_Human,AMPK signaling pathway,2/120,0.337940732613065,0.5669735480223222,0,0,1.684814244136278,1.827829273598234,CPT1A;SCD
KEGG_2021_Human,Ferroptosis,1/41,0.3379920100397979,0.5669735480223222,0,0,2.4824120603015074,2.6927543377926204,SLC39A8
KEGG_2021_Human,Pathways of neurodegeneration,6/475,0.3394844676780516,0.5669735480223222,0,0,1.2747675466555295,1.377165905959156,PSMA5;PSMD14;CASP3;PSMC2;TUBB1;BCL2L1
KEGG_2021_Human,Cytokine-cytokine receptor interaction,4/295,0.3414034267661295,0.5669735480223222,0,0,1.3681885125184094,1.4703791025889783,CXCL9;PPBP;BMP6;PF4
KEGG_2021_Human,Rap1 signaling pathway,3/210,0.3506285032775068,0.5771407222089935,0,0,1.4414036636504084,1.5106314149991948,EGF;ITGB3;ITGA2B
KEGG_2021_Human,Osteoclast differentiation,2/127,0.3632905914777368,0.5927372808320969,0,0,1.58989898989899,1.6098557795920132,ITGB3;LILRB1
KEGG_2021_Human,Lysosome,2/128,0.36688342802432,0.5933940661958568,0,0,1.5772005772005773,1.5814765512286706,CTSA;ACP2
KEGG_2021_Human,Nucleotide excision repair,1/47,0.376814886705751,0.6042031804074972,0,0,2.1579637317019884,2.1061752538856453,PCNA
KEGG_2021_Human,"Valine, leucine and isoleucine degradation",1/48,0.3830614060395898,0.6089694147296043,0,0,2.111942692184326,2.026535673888961,ACAA2
KEGG_2021_Human,Ether lipid metabolism,1/49,0.3892456229672477,0.6120156451101396,0,0,2.0678391959799,1.9510987409424116,ENPP2
KEGG_2021_Human,Arginine and proline metabolism,1/50,0.3953681557510544,0.6120156451101396,0,0,2.025535842477695,1.8795714928238212,SMOX
KEGG_2021_Human,Malaria,1/50,0.3953681557510544,0.6120156451101396,0,0,2.025535842477695,1.8795714928238212,SELP
KEGG_2021_Human,Apelin signaling pathway,2/137,0.3988450044858849,0.6120156451101396,0,0,1.4713804713804717,1.3524670293145111,GNG11;MYLK
KEGG_2021_Human,Ovarian steroidogenesis,1/51,0.4014296166851454,0.6120156451101396,0,0,1.984924623115578,1.8116864795932897,BMP6
KEGG_2021_Human,Ras signaling pathway,3/232,0.4101608320326375,0.6202432094152079,0,0,1.3014652095848205,1.1598735032985887,EGF;GNG11;BCL2L1
KEGG_2021_Human,Calcium signaling pathway,3/240,0.4314322217611132,0.6448903097225657,0,0,1.257019854783782,1.056707275654343,P2RX7;EGF;MYLK
KEGG_2021_Human,Glutathione metabolism,1/57,0.4365494010474847,0.6448903097225657,0,0,1.7717157214644652,1.4684931926330618,RRM2
KEGG_2021_Human,Cell adhesion molecules,2/148,0.436861177553996,0.6448903097225657,0,0,1.35976200359762,1.1260730416696714,SELP;PDCD1LG2
KEGG_2021_Human,Endometrial cancer,1/58,0.4421999998339941,0.6476314958198655,0,0,1.740544829410209,1.4202724160163902,EGF
KEGG_2021_Human,Long-term depression,1/60,0.4533325962584122,0.6586843712204506,0,0,1.681372966527553,1.330183274831934,GUCY1B1
KEGG_2021_Human,Steroid hormone biosynthesis,1/61,0.4588157080798082,0.6586843712204506,0,0,1.6532663316582914,1.288070804786777,HSD11B1
KEGG_2021_Human,Cushing syndrome,2/155,0.4603707970895622,0.6586843712204506,0,0,1.29708853238265,1.006181451159133,E2F1;E2F2
KEGG_2021_Human,Acute myeloid leukemia,1/67,0.4905840112592053,0.6965543976657419,0,0,1.5025125628140703,1.0700274503610792,PIM1
KEGG_2021_Human,Adipocytokine signaling pathway,1/69,0.500755522308534,0.7003047154089274,0,0,1.4581732190363583,1.0085269537658983,CPT1A
KEGG_2021_Human,Renin secretion,1/69,0.500755522308534,0.7003047154089274,0,0,1.4581732190363583,1.0085269537658983,GUCY1B1
KEGG_2021_Human,Epithelial cell signaling in Helicobacter pylori infection,1/70,0.5057652387756465,0.7020323463602257,0,0,1.4369674459252786,0.9795558086095748,CASP3
KEGG_2021_Human,Metabolism of xenobiotics by cytochrome P450,1/76,0.5347903032317255,0.7314043853022129,0,0,1.321608040201005,0.8271687875669174,HSD11B1
KEGG_2021_Human,Pertussis,1/76,0.5347903032317255,0.7314043853022129,0,0,1.321608040201005,0.8271687875669174,CASP3
KEGG_2021_Human,Antigen processing and presentation,1/78,0.544083319204552,0.7351035504252192,0,0,1.2871500358937544,0.7834275809102157,HSPA2
KEGG_2021_Human,Axon guidance,2/182,0.5453994083800013,0.7351035504252192,0,0,1.101010101010101,0.6674729431463129,ABLIM3;MYL9
KEGG_2021_Human,B cell receptor signaling pathway,1/81,0.5576776229377498,0.746244876736845,0,0,1.2386934673366834,0.7233650516865618,LILRB1
KEGG_2021_Human,MAPK signaling pathway,3/294,0.5658943108649499,0.7518310130062905,0,0,1.020932544874143,0.5812658496090922,EGF;CASP3;HSPA2
